season,match_date,team,opponent,gf,ga,FTR,home,goal_diff,points,match_n,trainer_id,manager_name,event_time,change_index,manager_out,fire_date,post,match_week_monday,prev_week_monday,exp_lag1,nationality,age_at_appointment
2012-2013,2012-11-23,Mersin Idman Yurdu,Karabukspor,2.0,1.0,H,1,1.0,3,13,806,Nurullah Sağlam,-4.0,422,Nurullah Sağlam,2012-12-15,0.0,2012-11-19,2012-11-12,,Türkiye,39.7
2012-2013,2012-12-02,Mersin Idman Yurdu,Antalyaspor,0.0,1.0,H,0,-1.0,0,14,806,Nurullah Sağlam,-3.0,422,Nurullah Sağlam,2012-12-15,0.0,2012-11-26,2012-11-19,,Türkiye,39.7
2012-2013,2012-12-07,Mersin Idman Yurdu,Elazigspor,0.0,1.0,H,0,-1.0,0,15,806,Nurullah Sağlam,-2.0,422,Nurullah Sağlam,2012-12-15,0.0,2012-12-03,2012-11-26,,Türkiye,39.7
2012-2013,2012-12-15,Mersin Idman Yurdu,Akhisar Belediyespor,2.0,1.0,H,1,1.0,3,16,806,Nurullah Sağlam,-1.0,422,Nurullah Sağlam,2012-12-15,0.0,2012-12-10,2012-12-03,,Türkiye,39.7
2012-2013,2012-12-23,Mersin Idman Yurdu,Gaziantepspor,1.0,2.0,H,0,-1.0,0,17,788,Giray Bulak,0.0,422,Nurullah Sağlam,2012-12-15,1.0,2012-12-17,2012-12-10,,Türkiye,59.3
2012-2013,2013-01-21,Mersin Idman Yurdu,Orduspor,1.0,1.0,D,0,0.0,1,18,788,Giray Bulak,1.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-01-21,2013-01-14,,Türkiye,59.3
2012-2013,2013-01-27,Mersin Idman Yurdu,Sivasspor,3.0,0.0,H,1,3.0,3,19,788,Giray Bulak,2.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-01-21,2013-01-14,,Türkiye,59.3
2012-2013,2013-02-03,Mersin Idman Yurdu,Eskisehirspor,0.0,0.0,D,0,0.0,1,20,788,Giray Bulak,3.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-01-28,2013-01-21,,Türkiye,59.3
2012-2013,2013-02-10,Mersin Idman Yurdu,Fenerbahce,0.0,1.0,A,1,-1.0,0,21,788,Giray Bulak,4.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-02-04,2013-01-28,,Türkiye,59.3
2012-2013,2013-02-17,Mersin Idman Yurdu,Genclerbirligi,1.0,3.0,H,0,-2.0,0,22,788,Giray Bulak,5.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-02-11,2013-02-04,,Türkiye,59.3
2012-2013,2013-02-23,Mersin Idman Yurdu,Trabzonspor,0.0,1.0,A,1,-1.0,0,23,788,Giray Bulak,6.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-02-18,2013-02-11,,Türkiye,59.3
2012-2013,2013-03-03,Mersin Idman Yurdu,Kayserispor,1.0,2.0,H,0,-1.0,0,24,788,Giray Bulak,7.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-02-25,2013-02-18,,Türkiye,59.3
2012-2013,2013-03-11,Mersin Idman Yurdu,Kasimpasa,1.0,1.0,D,1,0.0,1,25,5471,Hakan Kutlu,8.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-03-11,2013-03-04,,Türkiye,46.6
2012-2013,2013-03-16,Mersin Idman Yurdu,Buyuksehyr,2.0,4.0,H,0,-2.0,0,26,5471,Hakan Kutlu,9.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-03-11,2013-03-04,,Türkiye,46.6
2012-2013,2013-04-01,Mersin Idman Yurdu,Besiktas,1.0,2.0,A,1,-1.0,0,27,5471,Hakan Kutlu,10.0,422,Nurullah Sağlam,2012-12-15,1.0,2013-04-01,2013-03-25,,Türkiye,46.6
2015-2016,2015-08-16,Mersin Idman Yurdu,Besiktas,2.0,5.0,A,1,-3.0,0,1,784,Mesut Bakkal,-5.0,420,Mesut Bakkal,2015-09-22,0.0,2015-08-10,2015-08-03,,Türkiye,53.9
2015-2016,2015-08-22,Mersin Idman Yurdu,Akhisar Belediyespor,0.0,2.0,H,0,-2.0,0,2,784,Mesut Bakkal,-4.0,420,Mesut Bakkal,2015-09-22,0.0,2015-08-17,2015-08-10,,Türkiye,53.9
2015-2016,2015-08-29,Mersin Idman Yurdu,Kayserispor,1.0,2.0,A,1,-1.0,0,3,784,Mesut Bakkal,-3.0,420,Mesut Bakkal,2015-09-22,0.0,2015-08-24,2015-08-17,,Türkiye,53.9
2015-2016,2015-09-12,Mersin Idman Yurdu,Galatasaray,1.0,1.0,D,0,0.0,1,4,784,Mesut Bakkal,-2.0,420,Mesut Bakkal,2015-09-22,0.0,2015-09-07,2015-08-31,,Türkiye,53.9
2015-2016,2015-09-18,Mersin Idman Yurdu,Osmanlispor,0.0,4.0,A,1,-4.0,0,5,784,Mesut Bakkal,-1.0,420,Mesut Bakkal,2015-09-22,0.0,2015-09-14,2015-09-07,,Türkiye,53.9
2015-2016,2015-09-27,Mersin Idman Yurdu,Konyaspor,0.0,2.0,H,0,-2.0,0,6,4176,Bülent Korkmaz,0.0,420,Mesut Bakkal,2015-09-22,1.0,2015-09-21,2015-09-14,,Türkiye,52.8
2015-2016,2015-10-02,Mersin Idman Yurdu,Sivasspor,2.0,2.0,D,0,0.0,1,7,4176,Bülent Korkmaz,1.0,420,Mesut Bakkal,2015-09-22,1.0,2015-09-28,2015-09-21,,Türkiye,52.8
2015-2016,2015-10-19,Mersin Idman Yurdu,Trabzonspor,3.0,2.0,H,1,1.0,3,8,4176,Bülent Korkmaz,2.0,420,Mesut Bakkal,2015-09-22,1.0,2015-10-19,2015-10-12,,Türkiye,52.8
2015-2016,2015-10-24,Mersin Idman Yurdu,Gaziantepspor,0.0,1.0,H,0,-1.0,0,9,4176,Bülent Korkmaz,3.0,420,Mesut Bakkal,2015-09-22,1.0,2015-10-19,2015-10-12,,Türkiye,52.8
2015-2016,2015-10-29,Mersin Idman Yurdu,Buyuksehyr,1.0,1.0,D,1,0.0,1,10,4176,Bülent Korkmaz,4.0,420,Mesut Bakkal,2015-09-22,1.0,2015-10-26,2015-10-19,,Türkiye,52.8
2015-2016,2015-11-06,Mersin Idman Yurdu,Genclerbirligi,1.0,1.0,D,0,0.0,1,11,4176,Bülent Korkmaz,5.0,420,Mesut Bakkal,2015-09-22,1.0,2015-11-02,2015-10-26,,Türkiye,52.8
2015-2016,2015-11-21,Mersin Idman Yurdu,Fenerbahce,1.0,3.0,A,1,-2.0,0,12,4176,Bülent Korkmaz,6.0,420,Mesut Bakkal,2015-09-22,1.0,2015-11-16,2015-11-09,,Türkiye,52.8
2015-2016,2015-11-28,Mersin Idman Yurdu,Eskisehirspor,2.0,3.0,H,0,-1.0,0,13,4176,Bülent Korkmaz,7.0,420,Mesut Bakkal,2015-09-22,1.0,2015-11-23,2015-11-16,,Türkiye,52.8
2015-2016,2015-12-06,Mersin Idman Yurdu,Rizespor,3.0,0.0,H,1,3.0,3,14,4176,Bülent Korkmaz,8.0,420,Mesut Bakkal,2015-09-22,1.0,2015-11-30,2015-11-23,,Türkiye,52.8
2015-2016,2015-12-12,Mersin Idman Yurdu,Antalyaspor,2.0,3.0,H,0,-1.0,0,15,4176,Bülent Korkmaz,9.0,420,Mesut Bakkal,2015-09-22,1.0,2015-12-07,2015-11-30,,Türkiye,52.8
2015-2016,2015-12-19,Mersin Idman Yurdu,Kasimpasa,1.0,2.0,A,1,-1.0,0,16,4176,Bülent Korkmaz,10.0,420,Mesut Bakkal,2015-09-22,1.0,2015-12-14,2015-12-07,,Türkiye,52.8
2011-2012,2011-10-15,Orduspor,Eskisehirspor,2.0,1.0,H,1,1.0,3,6,5199,Metin Diyadin,-10.0,424,Metin Diyadin,2011-12-12,0.0,2011-10-10,2011-10-03,,Türkiye,
2011-2012,2011-10-23,Orduspor,Ankaragucu,2.0,0.0,A,0,2.0,3,7,5199,Metin Diyadin,-9.0,424,Metin Diyadin,2011-12-12,0.0,2011-10-17,2011-10-10,,Türkiye,
2011-2012,2011-10-26,Orduspor,Bursaspor,1.0,1.0,D,1,0.0,1,8,5199,Metin Diyadin,-8.0,424,Metin Diyadin,2011-12-12,0.0,2011-10-24,2011-10-17,,Türkiye,
2011-2012,2011-10-29,Orduspor,Antalyaspor,1.0,1.0,D,0,0.0,1,9,5199,Metin Diyadin,-7.0,424,Metin Diyadin,2011-12-12,0.0,2011-10-24,2011-10-17,,Türkiye,
2011-2012,2011-11-05,Orduspor,Gaziantepspor,0.0,0.0,D,1,0.0,1,10,5199,Metin Diyadin,-6.0,424,Metin Diyadin,2011-12-12,0.0,2011-10-31,2011-10-24,,Türkiye,
2011-2012,2011-11-19,Orduspor,Kayserispor,0.0,1.0,H,0,-1.0,0,11,5199,Metin Diyadin,-5.0,424,Metin Diyadin,2011-12-12,0.0,2011-11-14,2011-11-07,,Türkiye,
2011-2012,2011-11-26,Orduspor,Mersin Idman Yurdu,0.0,1.0,A,1,-1.0,0,12,5199,Metin Diyadin,-4.0,424,Metin Diyadin,2011-12-12,0.0,2011-11-21,2011-11-14,,Türkiye,
2011-2012,2011-12-05,Orduspor,Besiktas,1.0,2.0,H,0,-1.0,0,13,5199,Metin Diyadin,-3.0,424,Metin Diyadin,2011-12-12,0.0,2011-12-05,2011-11-28,,Türkiye,
2011-2012,2011-12-08,Orduspor,Sivasspor,1.0,2.0,A,1,-1.0,0,14,5199,Metin Diyadin,-2.0,424,Metin Diyadin,2011-12-12,0.0,2011-12-05,2011-11-28,,Türkiye,
2011-2012,2011-12-11,Orduspor,Genclerbirligi,1.0,3.0,H,0,-2.0,0,15,5199,Metin Diyadin,-1.0,424,Metin Diyadin,2011-12-12,0.0,2011-12-05,2011-11-28,,Türkiye,
2011-2012,2011-12-16,Orduspor,Galatasaray,0.0,2.0,A,1,-2.0,0,16,,,0.0,424,Metin Diyadin,2011-12-12,1.0,2011-12-12,2011-12-05,,,
2011-2012,2011-12-22,Orduspor,Trabzonspor,1.0,4.0,H,0,-3.0,0,17,526,Héctor Cúper,1.0,424,Metin Diyadin,2011-12-12,1.0,2011-12-19,2011-12-12,,Argentina,56.1
2011-2012,2012-01-04,Orduspor,Fenerbahce,1.0,1.0,D,1,0.0,1,18,526,Héctor Cúper,2.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-02,2011-12-26,,Argentina,56.1
2011-2012,2012-01-08,Orduspor,Manisaspor,0.0,0.0,D,0,0.0,1,19,526,Héctor Cúper,3.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-02,2011-12-26,,Argentina,56.1
2011-2012,2012-01-15,Orduspor,Buyuksehyr,1.0,0.0,H,1,1.0,3,20,526,Héctor Cúper,4.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-09,2012-01-02,,Argentina,56.1
2011-2012,2012-01-21,Orduspor,Samsunspor,0.0,2.0,H,0,-2.0,0,21,526,Héctor Cúper,5.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-16,2012-01-09,,Argentina,56.1
2011-2012,2012-01-25,Orduspor,Karabukspor,3.0,2.0,H,1,1.0,3,22,526,Héctor Cúper,6.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-23,2012-01-16,,Argentina,56.1
2011-2012,2012-01-29,Orduspor,Eskisehirspor,1.0,0.0,A,0,1.0,3,23,526,Héctor Cúper,7.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-23,2012-01-16,,Argentina,56.1
2011-2012,2012-02-01,Orduspor,Ankaragucu,2.0,0.0,H,1,2.0,3,24,526,Héctor Cúper,8.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-30,2012-01-23,,Argentina,56.1
2011-2012,2012-02-05,Orduspor,Bursaspor,0.0,0.0,D,0,0.0,1,25,526,Héctor Cúper,9.0,424,Metin Diyadin,2011-12-12,1.0,2012-01-30,2012-01-23,,Argentina,56.1
2011-2012,2012-02-12,Orduspor,Antalyaspor,3.0,2.0,H,1,1.0,3,26,526,Héctor Cúper,10.0,424,Metin Diyadin,2011-12-12,1.0,2012-02-06,2012-01-30,,Argentina,56.1
2012-2013,2013-02-03,Orduspor,Genclerbirligi,2.0,1.0,H,1,1.0,3,20,526,Héctor Cúper,-10.0,423,Héctor Cúper,2013-04-13,0.0,2013-01-28,2013-01-21,,Argentina,56.1
2012-2013,2013-02-10,Orduspor,Kayserispor,0.0,0.0,D,0,0.0,1,21,526,Héctor Cúper,-9.0,423,Héctor Cúper,2013-04-13,0.0,2013-02-04,2013-01-28,,Argentina,56.1
2012-2013,2013-02-17,Orduspor,Buyuksehyr,2.0,2.0,D,1,0.0,1,22,526,Héctor Cúper,-8.0,423,Héctor Cúper,2013-04-13,0.0,2013-02-11,2013-02-04,,Argentina,56.1
2012-2013,2013-02-25,Orduspor,Galatasaray,2.0,4.0,H,0,-2.0,0,23,526,Héctor Cúper,-7.0,423,Héctor Cúper,2013-04-13,0.0,2013-02-25,2013-02-18,,Argentina,56.1
2012-2013,2013-03-02,Orduspor,Karabukspor,3.0,2.0,H,1,1.0,3,24,526,Héctor Cúper,-6.0,423,Héctor Cúper,2013-04-13,0.0,2013-02-25,2013-02-18,,Argentina,56.1
2012-2013,2013-03-10,Orduspor,Elazigspor,0.0,1.0,H,0,-1.0,0,25,526,Héctor Cúper,-5.0,423,Héctor Cúper,2013-04-13,0.0,2013-03-04,2013-02-25,,Argentina,56.1
2012-2013,2013-03-17,Orduspor,Gaziantepspor,2.0,3.0,A,1,-1.0,0,26,526,Héctor Cúper,-4.0,423,Héctor Cúper,2013-04-13,0.0,2013-03-11,2013-03-04,,Argentina,56.1
2012-2013,2013-03-30,Orduspor,Sivasspor,2.0,3.0,H,0,-1.0,0,27,526,Héctor Cúper,-3.0,423,Héctor Cúper,2013-04-13,0.0,2013-03-25,2013-03-18,,Argentina,56.1
2012-2013,2013-04-07,Orduspor,Fenerbahce,0.0,2.0,A,1,-2.0,0,28,526,Héctor Cúper,-2.0,423,Héctor Cúper,2013-04-13,0.0,2013-04-01,2013-03-25,,Argentina,56.1
2012-2013,2013-04-12,Orduspor,Trabzonspor,0.0,1.0,H,0,-1.0,0,29,526,Héctor Cúper,-1.0,423,Héctor Cúper,2013-04-13,0.0,2013-04-08,2013-04-01,,Argentina,56.1
2012-2013,2013-04-20,Orduspor,Kasimpasa,0.0,2.0,A,1,-2.0,0,30,4710,Cevat Güler,0.0,423,Héctor Cúper,2013-04-13,1.0,2013-04-15,2013-04-08,,Türkiye,48.3
2012-2013,2013-04-27,Orduspor,Besiktas,0.0,2.0,H,0,-2.0,0,31,4710,Cevat Güler,1.0,423,Héctor Cúper,2013-04-13,1.0,2013-04-22,2013-04-15,,Türkiye,48.3
2012-2013,2013-05-04,Orduspor,Bursaspor,2.0,4.0,A,1,-2.0,0,32,4710,Cevat Güler,2.0,423,Héctor Cúper,2013-04-13,1.0,2013-04-29,2013-04-22,,Türkiye,48.3
2012-2013,2013-05-11,Orduspor,Antalyaspor,0.0,1.0,H,0,-1.0,0,33,4710,Cevat Güler,3.0,423,Héctor Cúper,2013-04-13,1.0,2013-05-06,2013-04-29,,Türkiye,48.3
2012-2013,2013-05-18,Orduspor,Akhisar Belediyespor,0.0,2.0,A,1,-2.0,0,34,4710,Cevat Güler,4.0,423,Héctor Cúper,2013-04-13,1.0,2013-05-13,2013-05-06,,Türkiye,48.3
2016-2017,2016-12-25,Osmanlispor,Rizespor,1.0,0.0,A,0,1.0,3,16,15266,Mustafa Reşit Akçay,-10.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2016-12-19,2016-12-12,,Türkiye,55.6
2016-2017,2017-01-16,Osmanlispor,Besiktas,0.0,2.0,A,1,-2.0,0,17,15266,Mustafa Reşit Akçay,-9.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-01-16,2017-01-09,,Türkiye,55.6
2016-2017,2017-01-22,Osmanlispor,Antalyaspor,1.0,2.0,A,1,-1.0,0,18,15266,Mustafa Reşit Akçay,-8.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-01-16,2017-01-09,,Türkiye,55.6
2016-2017,2017-01-29,Osmanlispor,Genclerbirligi,1.0,1.0,D,0,0.0,1,19,15266,Mustafa Reşit Akçay,-7.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-01-23,2017-01-16,,Türkiye,55.6
2016-2017,2017-02-11,Osmanlispor,Trabzonspor,0.0,1.0,A,1,-1.0,0,20,15266,Mustafa Reşit Akçay,-6.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-02-06,2017-01-30,,Türkiye,55.6
2016-2017,2017-02-19,Osmanlispor,Adanaspor,5.0,1.0,A,0,4.0,3,21,15266,Mustafa Reşit Akçay,-5.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-02-13,2017-02-06,,Türkiye,55.6
2016-2017,2017-02-26,Osmanlispor,Buyuksehyr,0.0,1.0,A,1,-1.0,0,22,15266,Mustafa Reşit Akçay,-4.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-02-20,2017-02-13,,Türkiye,55.6
2016-2017,2017-03-05,Osmanlispor,Fenerbahce,0.0,1.0,H,0,-1.0,0,23,15266,Mustafa Reşit Akçay,-3.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-02-27,2017-02-20,,Türkiye,55.6
2016-2017,2017-03-11,Osmanlispor,Bursaspor,1.0,1.0,D,1,0.0,1,24,15266,Mustafa Reşit Akçay,-2.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-03-06,2017-02-27,,Türkiye,55.6
2016-2017,2017-03-18,Osmanlispor,Kasimpasa,2.0,3.0,H,0,-1.0,0,25,15266,Mustafa Reşit Akçay,-1.0,426,Mustafa Reşit Akçay,2017-03-21,0.0,2017-03-13,2017-03-06,,Türkiye,55.6
2016-2017,2017-04-02,Osmanlispor,Gaziantepspor,0.0,2.0,A,1,-2.0,0,26,8536,Hamza Hamzaoğlu,0.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-03-27,2017-03-20,,Türkiye,40.7
2016-2017,2017-04-09,Osmanlispor,Kayserispor,4.0,1.0,A,0,3.0,3,27,8536,Hamza Hamzaoğlu,1.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-04-03,2017-03-27,,Türkiye,40.7
2016-2017,2017-04-22,Osmanlispor,Alanyaspor,1.0,0.0,A,0,1.0,3,28,8536,Hamza Hamzaoğlu,2.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-04-17,2017-04-10,,Türkiye,40.7
2016-2017,2017-05-01,Osmanlispor,Konyaspor,0.0,0.0,D,1,0.0,1,29,8536,Hamza Hamzaoğlu,3.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-05-01,2017-04-24,,Türkiye,40.7
2016-2017,2017-05-08,Osmanlispor,Karabukspor,0.0,1.0,H,0,-1.0,0,30,8536,Hamza Hamzaoğlu,4.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-05-08,2017-05-01,,Türkiye,40.7
2016-2017,2017-05-14,Osmanlispor,Akhisar Belediyespor,0.0,4.0,A,1,-4.0,0,31,8536,Hamza Hamzaoğlu,5.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-05-08,2017-05-01,,Türkiye,40.7
2016-2017,2017-05-19,Osmanlispor,Galatasaray,0.0,2.0,H,0,-2.0,0,32,8536,Hamza Hamzaoğlu,6.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-05-15,2017-05-08,,Türkiye,40.7
2016-2017,2017-05-28,Osmanlispor,Rizespor,1.0,2.0,A,1,-1.0,0,33,8536,Hamza Hamzaoğlu,7.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-05-22,2017-05-15,,Türkiye,40.7
2016-2017,2017-06-03,Osmanlispor,Besiktas,0.0,4.0,H,0,-4.0,0,34,8536,Hamza Hamzaoğlu,8.0,426,Mustafa Reşit Akçay,2017-03-21,1.0,2017-05-29,2017-05-22,,Türkiye,40.7
2017-2018,2017-08-13,Osmanlispor,Yeni Malatyaspor,1.0,3.0,H,0,-2.0,0,1,5014,Bülent Uygun,-5.0,425,Bülent Uygun,2017-09-18,0.0,2017-08-07,2017-07-31,,Türkiye,45.9
2017-2018,2017-08-19,Osmanlispor,Galatasaray,1.0,3.0,A,1,-2.0,0,2,5014,Bülent Uygun,-4.0,425,Bülent Uygun,2017-09-18,0.0,2017-08-14,2017-08-07,,Türkiye,45.9
2017-2018,2017-08-26,Osmanlispor,Kayserispor,2.0,2.0,D,0,0.0,1,3,5014,Bülent Uygun,-3.0,425,Bülent Uygun,2017-09-18,0.0,2017-08-21,2017-08-14,,Türkiye,45.9
2017-2018,2017-09-10,Osmanlispor,Goztep,0.0,2.0,A,1,-2.0,0,4,5014,Bülent Uygun,-2.0,425,Bülent Uygun,2017-09-18,0.0,2017-09-04,2017-08-28,,Türkiye,45.9
2017-2018,2017-09-17,Osmanlispor,Sivasspor,2.0,4.0,A,1,-2.0,0,5,5014,Bülent Uygun,-1.0,425,Bülent Uygun,2017-09-18,0.0,2017-09-11,2017-09-04,,Türkiye,45.9
2017-2018,2017-09-25,Osmanlispor,Antalyaspor,0.0,3.0,H,0,-3.0,0,6,24256,İrfan Buz,0.0,425,Bülent Uygun,2017-09-18,1.0,2017-09-25,2017-09-18,,Germany,50.4
2017-2018,2017-09-30,Osmanlispor,Kasimpasa,3.0,0.0,H,1,3.0,3,7,24256,İrfan Buz,1.0,425,Bülent Uygun,2017-09-18,1.0,2017-09-25,2017-09-18,,Germany,50.4
2017-2018,2017-10-16,Osmanlispor,Bursaspor,1.0,3.0,H,0,-2.0,0,8,24256,İrfan Buz,2.0,425,Bülent Uygun,2017-09-18,1.0,2017-10-16,2017-10-09,,Germany,50.4
2017-2018,2017-10-21,Osmanlispor,Karabukspor,3.0,0.0,H,1,3.0,3,9,24256,İrfan Buz,3.0,425,Bülent Uygun,2017-09-18,1.0,2017-10-16,2017-10-09,,Germany,50.4
2017-2018,2017-10-29,Osmanlispor,Konyaspor,0.0,1.0,H,0,-1.0,0,10,24256,İrfan Buz,4.0,425,Bülent Uygun,2017-09-18,1.0,2017-10-23,2017-10-16,,Germany,50.4
2017-2018,2017-11-04,Osmanlispor,Fenerbahce,1.0,1.0,D,1,0.0,1,11,24256,İrfan Buz,5.0,425,Bülent Uygun,2017-09-18,1.0,2017-10-30,2017-10-23,,Germany,50.4
2017-2018,2017-11-19,Osmanlispor,Trabzonspor,3.0,4.0,H,0,-1.0,0,12,24256,İrfan Buz,6.0,425,Bülent Uygun,2017-09-18,1.0,2017-11-13,2017-11-06,,Germany,50.4
2017-2018,2017-11-24,Osmanlispor,Genclerbirligi,2.0,0.0,H,1,2.0,3,13,24256,İrfan Buz,7.0,425,Bülent Uygun,2017-09-18,1.0,2017-11-20,2017-11-13,,Germany,50.4
2017-2018,2017-12-03,Osmanlispor,Buyuksehyr,0.0,1.0,H,0,-1.0,0,14,24256,İrfan Buz,8.0,425,Bülent Uygun,2017-09-18,1.0,2017-11-27,2017-11-20,,Germany,50.4
2017-2018,2017-12-10,Osmanlispor,Alanyaspor,3.0,0.0,H,1,3.0,3,15,24256,İrfan Buz,9.0,425,Bülent Uygun,2017-09-18,1.0,2017-12-04,2017-11-27,,Germany,50.4
2017-2018,2017-12-17,Osmanlispor,Besiktas,1.0,5.0,H,0,-4.0,0,16,24256,İrfan Buz,10.0,425,Bülent Uygun,2017-09-18,1.0,2017-12-11,2017-12-04,,Germany,50.4
2023-2024,2023-08-12,Pendikspor,Hatayspor,1.0,5.0,A,1,-4.0,0,1,9284,Osman Özköylü,-8.0,530,Osman Özköylü,2023-10-09,0.0,2023-08-07,2023-07-31,,Türkiye,43.9
2023-2024,2023-08-20,Pendikspor,Besiktas,1.0,1.0,D,0,0.0,1,2,9284,Osman Özköylü,-7.0,530,Osman Özköylü,2023-10-09,0.0,2023-08-14,2023-08-07,,Türkiye,43.9
2023-2024,2023-08-26,Pendikspor,Kasimpasa,1.0,1.0,D,0,0.0,1,3,9284,Osman Özköylü,-6.0,530,Osman Özköylü,2023-10-09,0.0,2023-08-21,2023-08-14,,Türkiye,43.9
2023-2024,2023-09-02,Pendikspor,Alanyaspor,1.0,1.0,D,1,0.0,1,4,9284,Osman Özköylü,-5.0,530,Osman Özköylü,2023-10-09,0.0,2023-08-28,2023-08-21,,Türkiye,43.9
2023-2024,2023-09-16,Pendikspor,Ad. Demirspor,0.0,3.0,H,0,-3.0,0,5,9284,Osman Özköylü,-4.0,530,Osman Özköylü,2023-10-09,0.0,2023-09-11,2023-09-04,,Türkiye,43.9
2023-2024,2023-09-23,Pendikspor,Karagumruk,1.0,1.0,D,1,0.0,1,6,9284,Osman Özköylü,-3.0,530,Osman Özköylü,2023-10-09,0.0,2023-09-18,2023-09-11,,Türkiye,43.9
2023-2024,2023-09-30,Pendikspor,Trabzonspor,1.0,2.0,H,0,-1.0,0,7,9284,Osman Özköylü,-2.0,530,Osman Özköylü,2023-10-09,0.0,2023-09-25,2023-09-18,,Türkiye,43.9
2023-2024,2023-10-07,Pendikspor,Sivasspor,2.0,3.0,A,1,-1.0,0,8,9284,Osman Özköylü,-1.0,530,Osman Özköylü,2023-10-09,0.0,2023-10-02,2023-09-25,,Türkiye,43.9
2023-2024,2023-10-21,Pendikspor,Konyaspor,2.0,1.0,A,0,1.0,3,9,2819,Ivo Vieira,0.0,530,Osman Özköylü,2023-10-09,1.0,2023-10-16,2023-10-09,,Portugal,47.8
2023-2024,2023-10-29,Pendikspor,Fenerbahce,0.0,5.0,A,1,-5.0,0,10,2819,Ivo Vieira,1.0,530,Osman Özköylü,2023-10-09,1.0,2023-10-23,2023-10-16,,Portugal,47.8
2023-2024,2023-11-04,Pendikspor,Istanbulspor,4.0,2.0,A,0,2.0,3,11,2819,Ivo Vieira,2.0,530,Osman Özköylü,2023-10-09,1.0,2023-10-30,2023-10-23,,Portugal,47.8
2023-2024,2023-11-12,Pendikspor,Samsunspor,1.0,0.0,H,1,1.0,3,12,2819,Ivo Vieira,3.0,530,Osman Özköylü,2023-10-09,1.0,2023-11-06,2023-10-30,,Portugal,47.8
2023-2024,2023-11-27,Pendikspor,Buyuksehyr,1.0,4.0,H,0,-3.0,0,13,2819,Ivo Vieira,4.0,530,Osman Özköylü,2023-10-09,1.0,2023-11-27,2023-11-20,,Portugal,47.8
2023-2024,2023-12-02,Pendikspor,Galatasaray,0.0,2.0,A,1,-2.0,0,14,2819,Ivo Vieira,5.0,530,Osman Özköylü,2023-10-09,1.0,2023-11-27,2023-11-20,,Portugal,47.8
2023-2024,2023-12-10,Pendikspor,Kayserispor,0.0,2.0,H,0,-2.0,0,15,2819,Ivo Vieira,6.0,530,Osman Özköylü,2023-10-09,1.0,2023-12-04,2023-11-27,,Portugal,47.8
2023-2024,2023-12-21,Pendikspor,Rizespor,1.0,5.0,H,0,-4.0,0,16,2819,Ivo Vieira,7.0,530,Osman Özköylü,2023-10-09,1.0,2023-12-18,2023-12-11,,Portugal,47.8
2023-2024,2023-12-25,Pendikspor,Ankaragucu,1.0,1.0,D,1,0.0,1,17,2819,Ivo Vieira,8.0,530,Osman Özköylü,2023-10-09,1.0,2023-12-25,2023-12-18,,Portugal,47.8
2023-2024,2024-01-05,Pendikspor,Gaziantep,2.0,2.0,D,0,0.0,1,18,2819,Ivo Vieira,9.0,530,Osman Özköylü,2023-10-09,1.0,2024-01-01,2023-12-25,,Portugal,47.8
2023-2024,2024-01-09,Pendikspor,Antalyaspor,0.0,1.0,A,1,-1.0,0,19,2819,Ivo Vieira,10.0,530,Osman Özköylü,2023-10-09,1.0,2024-01-08,2024-01-01,,Portugal,47.8
