season,match_date,team,opponent,gf,ga,FTR,home,goal_diff,points,match_n,trainer_id,manager_name,event_time,change_index,manager_out,fire_date,post,match_week_monday,prev_week_monday,exp_lag1,nationality,age_at_appointment
2021-2022,2022-04-10,Ad. Demirspor,Altay,3.0,1.0,H,1,2.0,3,32,11795,Vincenzo Montella,28.0,5,Samet Aybaba,2021-08-29,1.0,2022-04-04,2022-03-28,,Italy,47.2
2021-2022,2022-04-17,Ad. Demirspor,Kasimpasa,0.0,4.0,H,0,-4.0,0,33,11795,Vincenzo Montella,29.0,5,Samet Aybaba,2021-08-29,1.0,2022-04-11,2022-04-04,,Italy,47.2
2021-2022,2022-04-23,Ad. Demirspor,Trabzonspor,1.0,3.0,A,1,-2.0,0,34,11795,Vincenzo Montella,30.0,5,Samet Aybaba,2021-08-29,1.0,2022-04-18,2022-04-11,,Italy,47.2
2021-2022,2022-04-29,Ad. Demirspor,Giresunspor,0.0,2.0,H,0,-2.0,0,35,11795,Vincenzo Montella,31.0,5,Samet Aybaba,2021-08-29,1.0,2022-04-25,2022-04-18,,Italy,47.2
2021-2022,2022-05-07,Ad. Demirspor,Alanyaspor,1.0,2.0,A,1,-1.0,0,36,11795,Vincenzo Montella,32.0,5,Samet Aybaba,2021-08-29,1.0,2022-05-02,2022-04-25,,Italy,47.2
2021-2022,2022-05-16,Ad. Demirspor,Galatasaray,2.0,3.0,H,0,-1.0,0,37,11795,Vincenzo Montella,33.0,5,Samet Aybaba,2021-08-29,1.0,2022-05-16,2022-05-09,,Italy,47.2
2021-2022,2022-05-22,Ad. Demirspor,Goztep,7.0,0.0,H,1,7.0,3,38,11795,Vincenzo Montella,34.0,5,Samet Aybaba,2021-08-29,1.0,2022-05-16,2022-05-09,,Italy,47.2
2022-2023,2022-08-07,Ad. Demirspor,Giresunspor,3.0,2.0,A,0,1.0,3,1,11795,Vincenzo Montella,,-1,,,,2022-08-01,2022-07-25,,Italy,47.2
2022-2023,2022-08-13,Ad. Demirspor,Sivasspor,3.0,0.0,H,1,3.0,3,2,11795,Vincenzo Montella,,-1,,,,2022-08-08,2022-08-01,,Italy,47.2
2022-2023,2022-08-22,Ad. Demirspor,Fenerbahce,2.0,4.0,H,0,-2.0,0,3,11795,Vincenzo Montella,,-1,,,,2022-08-22,2022-08-15,,Italy,47.2
2022-2023,2022-08-27,Ad. Demirspor,Umraniyespor,1.0,0.0,H,1,1.0,3,4,11795,Vincenzo Montella,,-1,,,,2022-08-22,2022-08-15,,Italy,47.2
2022-2023,2022-09-04,Ad. Demirspor,Hatayspor,1.0,1.0,D,0,0.0,1,5,11795,Vincenzo Montella,,-1,,,,2022-08-29,2022-08-22,,Italy,47.2
2022-2023,2022-09-12,Ad. Demirspor,Trabzonspor,3.0,2.0,H,1,1.0,3,6,11795,Vincenzo Montella,,-1,,,,2022-09-12,2022-09-05,,Italy,47.2
2022-2023,2022-09-17,Ad. Demirspor,Antalyaspor,3.0,0.0,A,0,3.0,3,7,11795,Vincenzo Montella,,-1,,,,2022-09-12,2022-09-05,,Italy,47.2
2022-2023,2022-10-01,Ad. Demirspor,Galatasaray,0.0,0.0,D,1,0.0,1,8,11795,Vincenzo Montella,,-1,,,,2022-09-26,2022-09-19,,Italy,47.2
2022-2023,2022-10-07,Ad. Demirspor,Gaziantep,1.0,1.0,D,0,0.0,1,9,11795,Vincenzo Montella,,-1,,,,2022-10-03,2022-09-26,,Italy,47.2
2022-2023,2022-10-15,Ad. Demirspor,Kasimpasa,4.0,1.0,A,0,3.0,3,10,11795,Vincenzo Montella,,-1,,,,2022-10-10,2022-10-03,,Italy,47.2
2022-2023,2022-10-23,Ad. Demirspor,Konyaspor,1.0,1.0,D,1,0.0,1,11,11795,Vincenzo Montella,,-1,,,,2022-10-17,2022-10-10,,Italy,47.2
2022-2023,2022-10-30,Ad. Demirspor,Kayserispor,2.0,2.0,D,0,0.0,1,12,11795,Vincenzo Montella,,-1,,,,2022-10-24,2022-10-17,,Italy,47.2
2022-2023,2022-11-11,Ad. Demirspor,Alanyaspor,0.0,0.0,D,0,0.0,1,13,11795,Vincenzo Montella,,-1,,,,2022-11-07,2022-10-31,,Italy,47.2
2022-2023,2022-12-25,Ad. Demirspor,Karagumruk,2.0,1.0,H,1,1.0,3,14,11795,Vincenzo Montella,,-1,,,,2022-12-19,2022-12-12,,Italy,47.2
2022-2023,2022-12-29,Ad. Demirspor,Besiktas,0.0,1.0,H,0,-1.0,0,15,11795,Vincenzo Montella,,-1,,,,2022-12-26,2022-12-19,,Italy,47.2
2022-2023,2023-01-05,Ad. Demirspor,Istanbulspor,6.0,0.0,H,1,6.0,3,16,11795,Vincenzo Montella,,-1,,,,2023-01-02,2022-12-26,,Italy,47.2
2022-2023,2023-01-09,Ad. Demirspor,Buyuksehyr,1.0,2.0,H,0,-1.0,0,17,11795,Vincenzo Montella,,-1,,,,2023-01-09,2023-01-02,,Italy,47.2
2022-2023,2023-01-14,Ad. Demirspor,Ankaragucu,3.0,1.0,H,1,2.0,3,18,11795,Vincenzo Montella,,-1,,,,2023-01-09,2023-01-02,,Italy,47.2
2022-2023,2023-01-20,Ad. Demirspor,Giresunspor,1.0,1.0,D,1,0.0,1,19,11795,Vincenzo Montella,,-1,,,,2023-01-16,2023-01-09,,Italy,47.2
2022-2023,2023-01-28,Ad. Demirspor,Sivasspor,2.0,1.0,A,0,1.0,3,20,11795,Vincenzo Montella,,-1,,,,2023-01-23,2023-01-16,,Italy,47.2
2022-2023,2023-02-02,Ad. Demirspor,Fenerbahce,1.0,1.0,D,1,0.0,1,21,11795,Vincenzo Montella,,-1,,,,2023-01-30,2023-01-23,,Italy,47.2
2022-2023,2023-02-26,Ad. Demirspor,Umraniyespor,1.0,1.0,D,0,0.0,1,22,11795,Vincenzo Montella,,-1,,,,2023-02-20,2023-02-13,,Italy,47.2
2022-2023,2023-03-05,Ad. Demirspor,Hatayspor,3.0,0.0,H,1,3.0,3,23,11795,Vincenzo Montella,,-1,,,,2023-02-27,2023-02-20,,Italy,47.2
2022-2023,2023-03-12,Ad. Demirspor,Trabzonspor,1.0,4.0,H,0,-3.0,0,24,11795,Vincenzo Montella,,-1,,,,2023-03-06,2023-02-27,,Italy,47.2
2022-2023,2023-03-18,Ad. Demirspor,Antalyaspor,2.0,0.0,H,1,2.0,3,25,11795,Vincenzo Montella,,-1,,,,2023-03-13,2023-03-06,,Italy,47.2
2022-2023,2023-04-01,Ad. Demirspor,Galatasaray,0.0,2.0,H,0,-2.0,0,26,11795,Vincenzo Montella,,-1,,,,2023-03-27,2023-03-20,,Italy,47.2
2022-2023,2023-04-09,Ad. Demirspor,Gaziantep,3.0,0.0,H,1,3.0,3,27,11795,Vincenzo Montella,,-1,,,,2023-04-03,2023-03-27,,Italy,47.2
2022-2023,2023-04-15,Ad. Demirspor,Kasimpasa,5.0,0.0,H,1,5.0,3,28,11795,Vincenzo Montella,,-1,,,,2023-04-10,2023-04-03,,Italy,47.2
2022-2023,2023-04-19,Ad. Demirspor,Konyaspor,2.0,1.0,A,0,1.0,3,29,11795,Vincenzo Montella,,-1,,,,2023-04-17,2023-04-10,,Italy,47.2
2022-2023,2023-04-23,Ad. Demirspor,Kayserispor,5.0,3.0,H,1,2.0,3,30,11795,Vincenzo Montella,,-1,,,,2023-04-17,2023-04-10,,Italy,47.2
2022-2023,2023-05-06,Ad. Demirspor,Alanyaspor,4.0,2.0,H,1,2.0,3,31,11795,Vincenzo Montella,,-1,,,,2023-05-01,2023-04-24,,Italy,47.2
2022-2023,2023-05-17,Ad. Demirspor,Karagumruk,3.0,2.0,A,0,1.0,3,32,11795,Vincenzo Montella,,-1,,,,2023-05-15,2023-05-08,,Italy,47.2
2022-2023,2023-05-21,Ad. Demirspor,Besiktas,1.0,4.0,A,1,-3.0,0,33,11795,Vincenzo Montella,,-1,,,,2023-05-15,2023-05-08,,Italy,47.2
2022-2023,2023-05-30,Ad. Demirspor,Istanbulspor,2.0,0.0,A,0,2.0,3,34,11795,Vincenzo Montella,,-1,,,,2023-05-29,2023-05-22,,Italy,47.2
2022-2023,2023-06-03,Ad. Demirspor,Buyuksehyr,2.0,3.0,A,1,-1.0,0,35,11795,Vincenzo Montella,,-1,,,,2023-05-29,2023-05-22,,Italy,47.2
2022-2023,2023-06-07,Ad. Demirspor,Ankaragucu,2.0,1.0,A,0,1.0,3,36,11795,Vincenzo Montella,,-1,,,,2023-06-05,2023-05-29,,Italy,47.2
2023-2024,2023-08-13,Ad. Demirspor,Rizespor,2.0,1.0,H,1,1.0,3,1,15093,Patrick Kluivert,-14.0,4,Patrick Kluivert,2023-12-04,0.0,2023-08-07,2023-07-31,,Netherlands,47.0
2023-2024,2023-08-21,Ad. Demirspor,Ankaragucu,1.0,1.0,D,0,0.0,1,2,15093,Patrick Kluivert,-13.0,4,Patrick Kluivert,2023-12-04,0.0,2023-08-21,2023-08-14,,Netherlands,47.0
2023-2024,2023-09-03,Ad. Demirspor,Hatayspor,3.0,3.0,D,0,0.0,1,3,15093,Patrick Kluivert,-12.0,4,Patrick Kluivert,2023-12-04,0.0,2023-08-28,2023-08-21,,Netherlands,47.0
2023-2024,2023-09-16,Ad. Demirspor,Pendikspor,3.0,0.0,H,1,3.0,3,4,15093,Patrick Kluivert,-11.0,4,Patrick Kluivert,2023-12-04,0.0,2023-09-11,2023-09-04,,Netherlands,47.0
2023-2024,2023-09-24,Ad. Demirspor,Kasimpasa,1.0,2.0,H,0,-1.0,0,5,15093,Patrick Kluivert,-10.0,4,Patrick Kluivert,2023-12-04,0.0,2023-09-18,2023-09-11,,Netherlands,47.0
2023-2024,2023-09-27,Ad. Demirspor,Besiktas,4.0,2.0,H,1,2.0,3,6,15093,Patrick Kluivert,-9.0,4,Patrick Kluivert,2023-12-04,0.0,2023-09-25,2023-09-18,,Netherlands,47.0
2023-2024,2023-10-01,Ad. Demirspor,Alanyaspor,4.0,0.0,H,1,4.0,3,7,15093,Patrick Kluivert,-8.0,4,Patrick Kluivert,2023-12-04,0.0,2023-09-25,2023-09-18,,Netherlands,47.0
2023-2024,2023-10-06,Ad. Demirspor,Trabzonspor,1.0,0.0,H,1,1.0,3,8,15093,Patrick Kluivert,-7.0,4,Patrick Kluivert,2023-12-04,0.0,2023-10-02,2023-09-25,,Netherlands,47.0
2023-2024,2023-10-23,Ad. Demirspor,Karagumruk,0.0,2.0,H,0,-2.0,0,9,15093,Patrick Kluivert,-6.0,4,Patrick Kluivert,2023-12-04,0.0,2023-10-23,2023-10-16,,Netherlands,47.0
2023-2024,2023-10-28,Ad. Demirspor,Konyaspor,3.0,0.0,H,1,3.0,3,10,15093,Patrick Kluivert,-5.0,4,Patrick Kluivert,2023-12-04,0.0,2023-10-23,2023-10-16,,Netherlands,47.0
2023-2024,2023-11-05,Ad. Demirspor,Sivasspor,1.0,1.0,D,0,0.0,1,11,15093,Patrick Kluivert,-4.0,4,Patrick Kluivert,2023-12-04,0.0,2023-10-30,2023-10-23,,Netherlands,47.0
2023-2024,2023-11-12,Ad. Demirspor,Fenerbahce,0.0,0.0,D,1,0.0,1,12,15093,Patrick Kluivert,-3.0,4,Patrick Kluivert,2023-12-04,0.0,2023-11-06,2023-10-30,,Netherlands,47.0
2023-2024,2023-11-26,Ad. Demirspor,Kayserispor,1.0,1.0,D,0,0.0,1,13,15093,Patrick Kluivert,-2.0,4,Patrick Kluivert,2023-12-04,0.0,2023-11-20,2023-11-13,,Netherlands,47.0
2023-2024,2023-12-02,Ad. Demirspor,Samsunspor,2.0,3.0,A,1,-1.0,0,14,15093,Patrick Kluivert,-1.0,4,Patrick Kluivert,2023-12-04,0.0,2023-11-27,2023-11-20,,Netherlands,47.0
2023-2024,2023-12-08,Ad. Demirspor,Galatasaray,1.0,3.0,H,0,-2.0,0,15,44479,Serkan Damla,0.0,4,Patrick Kluivert,2023-12-04,1.0,2023-12-04,2023-11-27,,Türkiye,50.9
2023-2024,2023-12-19,Ad. Demirspor,Gaziantep,2.0,2.0,D,0,0.0,1,16,44479,Serkan Damla,1.0,4,Patrick Kluivert,2023-12-04,1.0,2023-12-18,2023-12-11,,Türkiye,50.9
2023-2024,2023-12-24,Ad. Demirspor,Antalyaspor,2.0,1.0,H,1,1.0,3,17,44479,Serkan Damla,2.0,4,Patrick Kluivert,2023-12-04,1.0,2023-12-18,2023-12-11,,Türkiye,50.9
2023-2024,2024-01-06,Ad. Demirspor,Buyuksehyr,0.0,0.0,D,0,0.0,1,18,44479,Serkan Damla,3.0,4,Patrick Kluivert,2023-12-04,1.0,2024-01-01,2023-12-25,,Türkiye,50.9
2023-2024,2024-01-10,Ad. Demirspor,Istanbulspor,2.0,2.0,D,1,0.0,1,19,44479,Serkan Damla,4.0,4,Patrick Kluivert,2023-12-04,1.0,2024-01-08,2024-01-01,,Türkiye,50.9
2023-2024,2024-01-13,Ad. Demirspor,Rizespor,0.0,1.0,H,0,-1.0,0,20,44479,Serkan Damla,5.0,4,Patrick Kluivert,2023-12-04,1.0,2024-01-08,2024-01-01,,Türkiye,50.9
2023-2024,2024-01-20,Ad. Demirspor,Ankaragucu,1.0,1.0,D,1,0.0,1,21,801,Hikmet Karaman,6.0,4,Patrick Kluivert,2023-12-04,1.0,2024-01-15,2024-01-08,,Türkiye,63.9
2023-2024,2024-01-23,Ad. Demirspor,Besiktas,0.0,0.0,D,0,0.0,1,22,801,Hikmet Karaman,7.0,4,Patrick Kluivert,2023-12-04,1.0,2024-01-22,2024-01-15,,Türkiye,63.9
2023-2024,2024-01-27,Ad. Demirspor,Hatayspor,0.0,1.0,A,1,-1.0,0,23,801,Hikmet Karaman,8.0,4,Patrick Kluivert,2023-12-04,1.0,2024-01-22,2024-01-15,,Türkiye,63.9
2023-2024,2024-02-04,Ad. Demirspor,Pendikspor,1.0,2.0,H,0,-1.0,0,24,801,Hikmet Karaman,9.0,4,Patrick Kluivert,2023-12-04,1.0,2024-01-29,2024-01-22,,Türkiye,63.9
2023-2024,2024-02-09,Ad. Demirspor,Kasimpasa,1.0,3.0,A,1,-2.0,0,25,801,Hikmet Karaman,10.0,4,Patrick Kluivert,2023-12-04,1.0,2024-02-05,2024-01-29,,Türkiye,63.9
2023-2024,2024-02-18,Ad. Demirspor,Alanyaspor,3.0,3.0,D,0,0.0,1,26,801,Hikmet Karaman,11.0,4,Patrick Kluivert,2023-12-04,1.0,2024-02-12,2024-02-05,,Türkiye,63.9
2023-2024,2024-02-25,Ad. Demirspor,Trabzonspor,0.0,1.0,H,0,-1.0,0,27,801,Hikmet Karaman,12.0,4,Patrick Kluivert,2023-12-04,1.0,2024-02-19,2024-02-12,,Türkiye,63.9
2023-2024,2024-03-04,Ad. Demirspor,Karagumruk,1.0,0.0,H,1,1.0,3,28,801,Hikmet Karaman,13.0,4,Patrick Kluivert,2023-12-04,1.0,2024-03-04,2024-02-26,,Türkiye,63.9
2023-2024,2024-03-09,Ad. Demirspor,Konyaspor,2.0,2.0,D,0,0.0,1,29,801,Hikmet Karaman,14.0,4,Patrick Kluivert,2023-12-04,1.0,2024-03-04,2024-02-26,,Türkiye,63.9
2023-2024,2024-03-16,Ad. Demirspor,Sivasspor,4.0,1.0,H,1,3.0,3,30,801,Hikmet Karaman,15.0,4,Patrick Kluivert,2023-12-04,1.0,2024-03-11,2024-03-04,,Türkiye,63.9
2023-2024,2024-04-03,Ad. Demirspor,Fenerbahce,2.0,4.0,H,0,-2.0,0,31,801,Hikmet Karaman,16.0,4,Patrick Kluivert,2023-12-04,1.0,2024-04-01,2024-03-25,,Türkiye,63.9
2023-2024,2024-04-13,Ad. Demirspor,Kayserispor,0.0,0.0,D,1,0.0,1,32,801,Hikmet Karaman,17.0,4,Patrick Kluivert,2023-12-04,1.0,2024-04-08,2024-04-01,,Türkiye,63.9
2023-2024,2024-04-20,Ad. Demirspor,Samsunspor,1.0,1.0,D,0,0.0,1,33,801,Hikmet Karaman,18.0,4,Patrick Kluivert,2023-12-04,1.0,2024-04-15,2024-04-08,,Türkiye,63.9
2023-2024,2024-04-26,Ad. Demirspor,Galatasaray,0.0,3.0,A,1,-3.0,0,34,801,Hikmet Karaman,19.0,4,Patrick Kluivert,2023-12-04,1.0,2024-04-22,2024-04-15,,Türkiye,63.9
2023-2024,2024-05-04,Ad. Demirspor,Istanbulspor,1.0,0.0,A,0,1.0,3,35,801,Hikmet Karaman,20.0,4,Patrick Kluivert,2023-12-04,1.0,2024-04-29,2024-04-22,,Türkiye,63.9
2023-2024,2024-05-12,Ad. Demirspor,Gaziantep,1.0,6.0,A,1,-5.0,0,36,801,Hikmet Karaman,21.0,4,Patrick Kluivert,2023-12-04,1.0,2024-05-06,2024-04-29,,Türkiye,63.9
2023-2024,2024-05-17,Ad. Demirspor,Antalyaspor,1.0,2.0,H,0,-1.0,0,37,801,Hikmet Karaman,22.0,4,Patrick Kluivert,2023-12-04,1.0,2024-05-13,2024-05-06,,Türkiye,63.9
2023-2024,2024-05-26,Ad. Demirspor,Buyuksehyr,2.0,6.0,A,1,-4.0,0,38,801,Hikmet Karaman,23.0,4,Patrick Kluivert,2023-12-04,1.0,2024-05-20,2024-05-13,,Türkiye,63.9
2024-2025,2024-08-10,Ad. Demirspor,Fenerbahce,0.0,1.0,H,0,-1.0,0,1,20119,Michael Valkanis,-6.0,2,Michael Valkanis,2024-09-23,0.0,2024-08-05,2024-07-29,,Australia,49.9
2024-2025,2024-08-17,Ad. Demirspor,Rizespor,1.0,2.0,A,1,-1.0,0,2,20119,Michael Valkanis,-5.0,2,Michael Valkanis,2024-09-23,0.0,2024-08-12,2024-08-05,,Australia,49.9
2024-2025,2024-08-25,Ad. Demirspor,Kasimpasa,2.0,2.0,D,0,0.0,1,3,20119,Michael Valkanis,-4.0,2,Michael Valkanis,2024-09-23,0.0,2024-08-19,2024-08-12,,Australia,49.9
2024-2025,2024-08-31,Ad. Demirspor,Galatasaray,1.0,5.0,A,1,-4.0,0,4,20119,Michael Valkanis,-3.0,2,Michael Valkanis,2024-09-23,0.0,2024-08-26,2024-08-19,,Australia,49.9
2024-2025,2024-09-16,Ad. Demirspor,Antalyaspor,1.0,2.0,H,0,-1.0,0,5,20119,Michael Valkanis,-2.0,2,Michael Valkanis,2024-09-23,0.0,2024-09-16,2024-09-09,,Australia,49.9
2024-2025,2024-09-22,Ad. Demirspor,Alanyaspor,0.0,2.0,A,1,-2.0,0,6,20119,Michael Valkanis,-1.0,2,Michael Valkanis,2024-09-23,0.0,2024-09-16,2024-09-09,,Australia,49.9
2024-2025,2024-09-29,Ad. Demirspor,Bodrumspor,1.0,3.0,H,0,-2.0,0,7,44479,Serkan Damla,0.0,2,Michael Valkanis,2024-09-23,1.0,2024-09-23,2024-09-16,,Türkiye,50.9
2024-2025,2024-10-06,Ad. Demirspor,Samsunspor,1.0,3.0,A,1,-2.0,0,8,44479,Serkan Damla,1.0,2,Michael Valkanis,2024-09-23,1.0,2024-09-30,2024-09-23,,Türkiye,50.9
2024-2025,2024-10-25,Ad. Demirspor,Sivasspor,2.0,4.0,A,1,-2.0,0,9,44479,Serkan Damla,2.0,2,Michael Valkanis,2024-09-23,1.0,2024-10-21,2024-10-14,,Türkiye,50.9
2024-2025,2024-11-02,Ad. Demirspor,Kayserispor,0.0,0.0,D,0,0.0,1,10,44479,Serkan Damla,3.0,2,Michael Valkanis,2024-09-23,1.0,2024-10-28,2024-10-21,,Türkiye,50.9
2024-2025,2024-11-09,Ad. Demirspor,Eyupspor,0.0,1.0,A,1,-1.0,0,11,44479,Serkan Damla,4.0,2,Michael Valkanis,2024-09-23,1.0,2024-11-04,2024-10-28,,Türkiye,50.9
2024-2025,2024-11-25,Ad. Demirspor,Trabzonspor,0.0,5.0,H,0,-5.0,0,12,44479,Serkan Damla,5.0,2,Michael Valkanis,2024-09-23,1.0,2024-11-25,2024-11-18,,Türkiye,50.9
2024-2025,2024-11-30,Ad. Demirspor,Konyaspor,0.0,1.0,A,1,-1.0,0,13,63323,Mustafa Dalcı,6.0,2,Michael Valkanis,2024-09-23,1.0,2024-11-25,2024-11-18,,Türkiye,51.4
2024-2025,2024-12-07,Ad. Demirspor,Goztep,1.0,3.0,H,0,-2.0,0,14,63323,Mustafa Dalcı,7.0,2,Michael Valkanis,2024-09-23,1.0,2024-12-02,2024-11-25,,Türkiye,51.4
2024-2025,2024-12-16,Ad. Demirspor,Besiktas,2.0,1.0,H,1,1.0,3,15,63323,Mustafa Dalcı,8.0,2,Michael Valkanis,2024-09-23,1.0,2024-12-16,2024-12-09,,Türkiye,51.4
2024-2025,2024-12-23,Ad. Demirspor,Hatayspor,3.0,1.0,A,0,2.0,3,16,63323,Mustafa Dalcı,9.0,2,Michael Valkanis,2024-09-23,1.0,2024-12-23,2024-12-16,,Türkiye,51.4
2024-2025,2025-01-04,Ad. Demirspor,Buyuksehyr,0.0,1.0,A,1,-1.0,0,17,63323,Mustafa Dalcı,10.0,2,Michael Valkanis,2024-09-23,1.0,2024-12-30,2024-12-23,,Türkiye,51.4
2024-2025,2025-01-12,Ad. Demirspor,Gaziantep,0.0,1.0,H,0,-1.0,0,18,63323,Mustafa Dalcı,11.0,2,Michael Valkanis,2024-09-23,1.0,2025-01-06,2024-12-30,,Türkiye,51.4
2024-2025,2025-01-19,Ad. Demirspor,Fenerbahce,0.0,4.0,A,1,-4.0,0,19,63323,Mustafa Dalcı,12.0,2,Michael Valkanis,2024-09-23,1.0,2025-01-13,2025-01-06,,Türkiye,51.4
2024-2025,2025-01-26,Ad. Demirspor,Rizespor,2.0,3.0,H,0,-1.0,0,20,63323,Mustafa Dalcı,13.0,2,Michael Valkanis,2024-09-23,1.0,2025-01-20,2025-01-13,,Türkiye,51.4
2024-2025,2025-02-02,Ad. Demirspor,Kasimpasa,3.0,5.0,A,1,-2.0,0,21,51878,Mustafa Alper Avcı,14.0,2,Michael Valkanis,2024-09-23,1.0,2025-01-27,2025-01-20,,Türkiye,43.4
2024-2025,2025-02-09,Ad. Demirspor,Galatasaray,0.0,3.0,H,0,-3.0,0,22,51878,Mustafa Alper Avcı,15.0,2,Michael Valkanis,2024-09-23,1.0,2025-02-03,2025-01-27,,Türkiye,43.4
2024-2025,2025-02-14,Ad. Demirspor,Antalyaspor,1.0,1.0,D,1,0.0,1,23,51878,Mustafa Alper Avcı,16.0,2,Michael Valkanis,2024-09-23,1.0,2025-02-10,2025-02-03,,Türkiye,43.4
2024-2025,2025-02-23,Ad. Demirspor,Alanyaspor,2.0,3.0,H,0,-1.0,0,24,51878,Mustafa Alper Avcı,17.0,2,Michael Valkanis,2024-09-23,1.0,2025-02-17,2025-02-10,,Türkiye,43.4
2024-2025,2025-03-01,Ad. Demirspor,Bodrumspor,0.0,0.0,D,1,0.0,1,25,51878,Mustafa Alper Avcı,18.0,2,Michael Valkanis,2024-09-23,1.0,2025-02-24,2025-02-17,,Türkiye,43.4
2024-2025,2025-03-09,Ad. Demirspor,Samsunspor,2.0,3.0,H,0,-1.0,0,26,51878,Mustafa Alper Avcı,19.0,2,Michael Valkanis,2024-09-23,1.0,2025-03-03,2025-02-24,,Türkiye,43.4
2024-2025,2025-03-29,Ad. Demirspor,Sivasspor,1.0,5.0,H,0,-4.0,0,27,51878,Mustafa Alper Avcı,20.0,2,Michael Valkanis,2024-09-23,1.0,2025-03-24,2025-03-17,,Türkiye,43.4
2024-2025,2025-04-04,Ad. Demirspor,Kayserispor,0.0,2.0,A,1,-2.0,0,28,51878,Mustafa Alper Avcı,21.0,2,Michael Valkanis,2024-09-23,1.0,2025-03-31,2025-03-24,,Türkiye,43.4
2024-2025,2025-04-14,Ad. Demirspor,Eyupspor,0.0,6.0,H,0,-6.0,0,29,51878,Mustafa Alper Avcı,22.0,2,Michael Valkanis,2024-09-23,1.0,2025-04-14,2025-04-07,,Türkiye,43.4
2024-2025,2025-04-19,Ad. Demirspor,Trabzonspor,0.0,1.0,A,1,-1.0,0,30,51878,Mustafa Alper Avcı,23.0,2,Michael Valkanis,2024-09-23,1.0,2025-04-14,2025-04-07,,Türkiye,43.4
2024-2025,2025-04-27,Ad. Demirspor,Konyaspor,1.0,3.0,H,0,-2.0,0,31,51878,Mustafa Alper Avcı,24.0,2,Michael Valkanis,2024-09-23,1.0,2025-04-21,2025-04-14,,Türkiye,43.4
2024-2025,2025-05-04,Ad. Demirspor,Goztep,1.0,2.0,A,1,-1.0,0,32,51878,Mustafa Alper Avcı,25.0,2,Michael Valkanis,2024-09-23,1.0,2025-04-28,2025-04-21,,Türkiye,43.4
2024-2025,2025-05-11,Ad. Demirspor,Besiktas,1.0,4.0,H,0,-3.0,0,33,51878,Mustafa Alper Avcı,26.0,2,Michael Valkanis,2024-09-23,1.0,2025-05-05,2025-04-28,,Türkiye,43.4
2024-2025,2025-05-17,Ad. Demirspor,Hatayspor,0.0,5.0,A,1,-5.0,0,34,51878,Mustafa Alper Avcı,27.0,2,Michael Valkanis,2024-09-23,1.0,2025-05-12,2025-05-05,,Türkiye,43.4
2024-2025,2025-05-25,Ad. Demirspor,Buyuksehyr,3.0,2.0,A,0,1.0,3,35,51878,Mustafa Alper Avcı,28.0,2,Michael Valkanis,2024-09-23,1.0,2025-05-19,2025-05-12,,Türkiye,43.4
2024-2025,2025-05-31,Ad. Demirspor,Gaziantep,2.0,2.0,D,1,0.0,1,36,51878,Mustafa Alper Avcı,29.0,2,Michael Valkanis,2024-09-23,1.0,2025-05-26,2025-05-19,,Türkiye,43.4
1998-1999,1998-08-08,Adanaspor,Istanbulspor,0.0,1.0,A,1,-1.0,0,1,4111,Fuad Muzurovic,-7.0,15,Fuad Muzurovic,1998-09-30,0.0,1998-08-03,1998-07-27,,Bosnia-Herzegovina,41.7
1998-1999,1998-08-16,Adanaspor,Erzurum,0.0,1.0,H,0,-1.0,0,2,4111,Fuad Muzurovic,-6.0,15,Fuad Muzurovic,1998-09-30,0.0,1998-08-10,1998-08-03,,Bosnia-Herzegovina,41.7
1998-1999,1998-08-21,Adanaspor,Fenerbahce,0.0,3.0,A,1,-3.0,0,3,4111,Fuad Muzurovic,-5.0,15,Fuad Muzurovic,1998-09-30,0.0,1998-08-17,1998-08-10,,Bosnia-Herzegovina,41.7
1998-1999,1998-08-29,Adanaspor,Genclerbirligi,1.0,2.0,H,0,-1.0,0,4,4111,Fuad Muzurovic,-4.0,15,Fuad Muzurovic,1998-09-30,0.0,1998-08-24,1998-08-17,,Bosnia-Herzegovina,41.7
1998-1999,1998-09-13,Adanaspor,Dardanelspor,1.0,0.0,A,0,1.0,3,5,4111,Fuad Muzurovic,-3.0,15,Fuad Muzurovic,1998-09-30,0.0,1998-09-07,1998-08-31,,Bosnia-Herzegovina,41.7
1998-1999,1998-09-20,Adanaspor,Samsunspor,0.0,0.0,D,1,0.0,1,6,4111,Fuad Muzurovic,-2.0,15,Fuad Muzurovic,1998-09-30,0.0,1998-09-14,1998-09-07,,Bosnia-Herzegovina,41.7
1998-1999,1998-09-25,Adanaspor,Karabukspor,0.0,2.0,H,0,-2.0,0,7,4111,Fuad Muzurovic,-1.0,15,Fuad Muzurovic,1998-09-30,0.0,1998-09-21,1998-09-14,,Bosnia-Herzegovina,41.7
1998-1999,1998-10-18,Adanaspor,Galatasaray,2.0,2.0,D,1,0.0,1,8,5429,Gheorghe Mulțescu,0.0,15,Fuad Muzurovic,1998-09-30,1.0,1998-10-12,1998-10-05,,Romania,46.9
1998-1999,1998-10-23,Adanaspor,Trabzonspor,0.0,2.0,H,0,-2.0,0,9,5429,Gheorghe Mulțescu,1.0,15,Fuad Muzurovic,1998-09-30,1.0,1998-10-19,1998-10-12,,Romania,46.9
